GeneID,Base mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Gene name,Gene description
ENSMUSG00000001334,18565.4318314236,1.01793316944155,0.147468753977026,6.90270407791015,5.10218457382876e-12,5.98205630358552e-08,4,129030477,129038386,1,Fndc5,fibronectin type III domain containing 5 [Source:MGI Symbol;Acc:MGI:1917614]
ENSMUSG00000086337,3740.45631465042,-2.10401085403095,0.304700873255212,-6.90516844127543,5.01438934676899e-12,5.98205630358552e-08,11,96068309,96075873,1,Gm11535,predicted gene 11535 [Source:MGI Symbol;Acc:MGI:3650113]
ENSMUSG00000025002,1447507.61935492,1.42899363805187,0.216462507233402,6.60157574776242,4.0681031376572096e-11,3.1797650158308e-07,19,38995463,39031137,1,Cyp2c55,"cytochrome P450, family 2, subfamily c, polypeptide 55 [Source:MGI Symbol;Acc:MGI:1919332]"
ENSMUSG00000037579,50723.0306184142,1.21474045785086,0.20091888335293,6.04592479103655,1.4855538740622e-09,8.70868819822111e-06,15,99122742,99140698,1,Kcnh3,"potassium voltage-gated channel, subfamily H (eag-related), member 3 [Source:MGI Symbol;Acc:MGI:1341723]"
ENSMUSG00000037953,57179.4934535749,1.62808719685978,0.275724145007796,5.90476832130079,3.5314266931353103e-09,1.6561684905466e-05,9,99494555,99504420,1,A4gnt,"alpha-1,4-N-acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:2143261]"
ENSMUSG00000053897,88661.0413195704,1.142613377573,0.195212438558552,5.85317916219917,4.82264113775461e-09,1.8847685339868e-05,3,135531040,135594333,1,Slc39a8,"solute carrier family 39 (metal ion transporter), member 8 [Source:MGI Symbol;Acc:MGI:1914797]"
ENSMUSG00000115976,903.533748730156,-1.64093977767979,0.283660159018673,-5.78487928426976,7.2564420362855e-09,2.43080441869798e-05,15,80889608,80891033,-1,Gm31462,"predicted gene, 31462 [Source:MGI Symbol;Acc:MGI:5590621]"
ENSMUSG00000029161,120042.512979385,1.45787641394382,0.253989432377662,5.73990972890587,9.472703125196991e-09,2.7765676947843e-05,5,31090487,31102935,-1,Cgref1,cell growth regulator with EF hand domain 1 [Source:MGI Symbol;Acc:MGI:1915817]
ENSMUSG00000083061,23279.7059784691,1.64554403518344,0.291642419986083,5.64233431906772,1.67759943893917e-08,4.37089213818718e-05,11,49569537,49569884,-1,Gm12191,predicted gene 12191 [Source:MGI Symbol;Acc:MGI:3651293]
ENSMUSG00000072999,154702.645328061,-1.48416094594224,0.266214635104573,-5.57505392353521,2.47453203598444e-08,5.80253017117991e-05,6,72606271,72631379,1,Gm15401,predicted gene 15401 [Source:MGI Symbol;Acc:MGI:3642201]
